invoice_id,vendor_id,invoice_number,invoice_date,received_date,due_date,gl_account_id,cost_center_id,currency_code,invoice_amount,invoice_amount_usd,fx_rate,tax_amount,discount_amount,payment_terms_code,invoice_status,description,po_number,approved_by,approved_date,created_at,updated_at
INV001475,V0149,V0149-49888,2024-06-25,2024-06-29,2024-08-09,6001,CC200,BRL,21820.93,4455.90,0.204203,0.00,0.00,NET45,PAID,Utilities - June,,b.patel@company.com,2024-06-30,2024-06-29 16:59:00,2024-06-30 07:43:30
INV001476,V0035,V0035-66059,2025-02-11,2025-02-16,2025-03-13,6001,CC201,EUR,3177.44,3380.20,1.063813,0.00,0.00,NET30,PAID,Temporary staffing services,PO99925,d.johnson@company.com,2025-02-22,2025-02-16 17:39:11,2025-02-22 07:05:00
INV001477,V0045,V0045-82278,2024-08-21,2024-08-23,2024-09-20,6024,CC999,USD,65406.64,65336.98,0.998935,0.00,0.00,NET30,PAID,Staffing services - contract labor,,g.brown@company.com,2024-08-26,2024-08-23 16:55:47,2024-08-26 14:47:19
INV001478,V0054,V0054-46422,2022-11-06,2022-11-09,2022-12-06,6013,CC999,USD,18735.77,18933.28,1.010542,0.00,0.00,NET30_EOM,PAID,Telecommunications services,PO47252,b.patel@company.com,2022-11-12,2022-11-09 18:13:28,2022-11-12 11:02:50
INV001479,V0119,V0119-13178,2023-01-20,2023-01-21,2023-02-19,6005,CC999,USD,126797.74,128153.72,1.010694,11344.69,1267.98,1_10_NET30,PAID,Temporary staffing services,,h.davis@company.com,2023-01-25,2023-01-21 15:07:47,2023-01-25 17:57:24
INV001480,V0003,V0003-70493,2023-10-18,2023-10-20,2023-11-17,6006,CC111,USD,4249.29,4301.70,1.012333,0.00,0.00,NET30,PAID,Legal services - October retainer,PO90658,g.brown@company.com,2023-10-25,2023-10-20 15:05:17,2023-10-25 11:37:39
INV001481,V0019,V0019-28713,2023-11-23,2023-11-27,2024-01-07,6002,CC400,USD,70095.03,70752.45,1.009379,0.00,0.00,NET45,PAID,Utilities - November,PO90897,g.brown@company.com,2023-11-29,2023-11-27 09:16:23,2023-11-29 10:20:09
INV001482,V0189,V0189-78484,2022-08-12,2022-08-12,2022-09-11,6024,CC111,USD,3750.28,3779.00,1.007659,0.00,75.01,2_10_NET30,PARTIAL,Cloud infrastructure services,,e.garcia@company.com,2022-08-16,2022-08-12 17:27:57,2022-08-16 15:39:35
INV001483,V0105,V0105-79178,2023-04-01,2023-04-02,2023-05-01,5000,CC402,USD,33281.30,33716.29,1.013070,0.00,665.63,2_10_NET30,PAID,Professional services - Q2 engagement,,h.davis@company.com,2023-04-08,2023-04-02 18:12:41,2023-04-08 11:44:59
INV001484,V0005,V0005-6227,2022-11-16,2022-11-17,2022-12-16,6013,CC501,HKD,3102.52,393.38,0.126795,305.26,0.00,NET30,PAID,Consulting fees - November project,PO53500,e.garcia@company.com,2022-11-22,2022-11-17 09:52:36,2022-11-22 15:55:56
INV001485,V0141,V0141-14366,2025-06-02,2025-06-03,2025-07-02,7007,CC400,USD,71892.16,71807.26,0.998819,0.00,1437.84,2_10_NET30,PAID,Subscription renewal - annual,PO10644,e.garcia@company.com,2025-06-05,2025-06-03 16:15:59,2025-06-05 14:06:30
INV001486,V0083,V0083-90416,2024-08-29,2024-08-30,2024-09-28,5000,CC501,USD,12739.56,12524.78,0.983141,0.00,0.00,IMMEDIATE,OPEN,Office supplies and materials,PO28881,c.smith@company.com,2024-09-03,2024-08-30 14:55:53,2024-09-03 13:39:58
INV001487,V0198,V0198-60637,2025-04-22,2025-04-26,2025-05-22,6007,CC700,USD,209.32,207.90,0.993226,15.83,0.00,NET30,PAID,Telecommunications services,,d.johnson@company.com,2025-04-29,2025-04-26 07:07:58,2025-04-29 16:59:08
INV001488,V0185,V0185-91691,2023-03-13,2023-03-16,2023-03-23,1204,CC100,USD,205333.01,206903.81,1.007650,14732.28,0.00,NET10,PARTIAL,Utilities - March,PO18388,d.johnson@company.com,2023-03-19,2023-03-16 13:57:15,2023-03-19 15:38:01
INV001489,V0091,V0091-70204,2023-08-10,2023-08-12,2023-09-09,6005,CC211,USD,10010.27,9979.01,0.996877,0.00,0.00,NET30,OPEN,Cloud infrastructure services,,g.brown@company.com,2023-08-17,2023-08-12 13:08:45,2023-08-17 09:44:58
INV001490,V0020,V0020-61992,2022-02-27,2022-03-04,2022-03-14,6003,CC999,GBP,2019.43,2539.27,1.257418,0.00,0.00,NET15,PAID,Hardware equipment purchase,PO27212,c.smith@company.com,2022-03-08,2022-03-04 17:59:19,2022-03-08 10:15:03
INV001491,V0141,V0141-89498,2022-12-27,2023-01-01,2023-01-26,6015,CC700,USD,33473.55,32894.32,0.982696,0.00,669.47,2_10_NET30,OPEN,Telecommunications services,PO56156,g.brown@company.com,2023-01-03,2023-01-01 08:51:51,2023-01-03 08:08:40
INV001492,V0173,V0173-92557,2022-01-30,2022-02-02,2022-02-14,6008,CC201,USD,41955.64,42052.31,1.002304,0.00,0.00,NET15,PAID,Shipping and logistics,PO51805,e.garcia@company.com,2022-02-05,2022-02-02 16:55:32,2022-02-05 12:32:25
INV001493,V0116,V0116-57755,2023-10-30,2023-11-04,2023-11-09,6021,CC111,USD,1920.70,1922.46,1.000915,0.00,0.00,NET10,OPEN,Utilities - October,PO32459,g.brown@company.com,2023-11-08,2023-11-04 16:02:58,2023-11-08 12:53:39
INV001494,V0187,V0187-94683,2025-05-25,2025-05-29,2025-07-09,6017,CC201,USD,14050.89,14071.60,1.001474,0.00,0.00,NET45,PAID,Subscription renewal - annual,,f.williams@company.com,2025-05-31,2025-05-29 07:15:05,2025-05-31 17:14:53
INV001495,V0196,V0196-71830,2025-02-11,2025-02-14,2025-03-13,5000,CC201,USD,264.79,261.71,0.988384,13.46,0.00,NET30,PARTIAL,Shipping and logistics,PO48401,c.smith@company.com,2025-02-21,2025-02-14 14:59:55,2025-02-21 18:30:34
INV001496,V0137,V0137-71985,2023-11-24,2023-11-25,2023-12-04,6005,CC800,USD,29836.34,29791.91,0.998511,0.00,0.00,NET10,PAID,Consulting fees - November project,PO73323,h.davis@company.com,2023-11-30,2023-11-25 10:53:17,2023-11-30 14:05:47
INV001497,V0060,V0060-88272,2025-01-04,2025-01-05,2025-02-03,6021,CC300,ZAR,26721.53,1450.90,0.054297,0.00,0.00,NET30_EOM,PAID,Equipment lease payment,PO65742,c.smith@company.com,2025-01-07,2025-01-05 17:08:54,2025-01-07 14:31:41
INV001498,V0013,V0013-8331,2023-06-06,2023-06-08,2023-07-06,5005,CC800,KRW,54896.64,40.95,0.000746,0.00,0.00,NET30_EOM,PAID,Subscription renewal - annual,PO93365,c.smith@company.com,2023-06-10,2023-06-08 15:22:52,2023-06-10 14:59:58
INV001499,V0053,V0053-34367,2022-03-27,2022-04-01,2022-04-26,7007,CC401,USD,52016.12,51687.74,0.993687,0.00,0.00,NET30,PARTIAL,Temporary staffing services,,h.davis@company.com,2022-04-07,2022-04-01 07:18:06,2022-04-07 08:26:30
INV001500,V0138,V0138-10063,2024-01-07,2024-01-11,2024-02-21,6003,CC400,USD,554.77,552.54,0.995989,34.20,0.00,NET45,PAID,Utilities - January,PO11331,e.garcia@company.com,2024-01-14,2024-01-11 15:42:59,2024-01-14 11:47:42
INV001501,V0076,V0076-28161,2023-01-19,2023-01-24,2023-03-05,5004,CC111,HKD,11218.85,1462.71,0.130380,0.00,0.00,NET45,PARTIAL,Legal services - January retainer,PO67370,a.chen@company.com,2023-01-25,2023-01-24 17:54:27,2023-01-25 09:15:43
INV001502,V0102,V0102-77373,2025-04-29,2025-05-04,2025-05-29,6022,CC201,INR,697.77,8.35,0.011962,0.00,0.00,NET30,OPEN,Marketing services - April campaign,PO26878,a.chen@company.com,2025-05-06,2025-05-04 10:36:32,2025-05-06 07:44:07
INV001503,V0158,V0158-66378,2022-07-06,2022-07-09,2022-08-20,5002,CC211,EUR,3882.02,4169.49,1.074052,0.00,0.00,NET45,PAID,Security services - July,,b.patel@company.com,2022-07-10,2022-07-09 15:43:01,2022-07-10 08:23:52
INV001504,V0146,V0146-37726,2023-02-09,2023-02-11,2023-02-19,6002,CC100,USD,66756.49,65766.62,0.985172,4976.70,0.00,NET10,OPEN,Cloud infrastructure services,,g.brown@company.com,2023-02-14,2023-02-11 16:27:42,2023-02-14 16:23:29
INV001505,V0185,V0185-88528,2023-08-29,2023-08-31,2023-09-08,7005,CC401,USD,59184.70,59346.51,1.002734,0.00,0.00,NET10,VOID,Monthly software license fee,,f.williams@company.com,2023-09-06,2023-08-31 10:44:40,2023-09-06 13:08:36
INV001506,V0028,V0028-59079,2022-08-23,2022-08-25,2022-09-22,6007,CC400,USD,51270.30,52085.65,1.015903,0.00,512.70,1_10_NET30,OPEN,Utilities - August,PO96875,f.williams@company.com,2022-08-27,2022-08-25 07:29:57,2022-08-27 17:49:33
INV001507,V0157,V0157-22499,2022-06-02,2022-06-05,2022-07-17,6013,CC112,USD,6271.41,6365.15,1.014947,0.00,0.00,NET45,OPEN,Telecommunications services,,f.williams@company.com,2022-06-09,2022-06-05 11:45:18,2022-06-09 12:09:03
INV001508,V0014,V0014-88138,2022-10-05,2022-10-08,2022-11-19,6012,CC999,SEK,38970.97,3798.34,0.097466,0.00,0.00,NET45,PAID,Telecommunications services,,d.johnson@company.com,2022-10-15,2022-10-08 18:23:43,2022-10-15 10:11:46
INV001509,V0044,V0044-97708,2023-08-06,2023-08-08,2023-09-05,2000,CC201,SGD,2000.00,1504.96,0.752482,0.00,0.00,NET30,PAID,Monthly software license fee,PO21829,c.smith@company.com,2023-08-15,2023-08-08 18:05:52,2023-08-15 15:57:02
INV001510,V0054,V0054-47344,2024-09-06,2024-09-10,2024-10-06,5010,CC910,USD,1804.22,1772.55,0.982445,173.66,0.00,NET30_EOM,PAID,Software development services,,b.patel@company.com,2024-09-12,2024-09-10 17:15:57,2024-09-12 09:20:19
INV001511,V0029,V0029-73573,2025-05-02,2025-05-02,2025-07-31,7003,CC112,USD,22616.16,22348.34,0.988158,0.00,0.00,NET90,PAID,Office supplies and materials,,f.williams@company.com,2025-05-06,2025-05-02 08:12:13,2025-05-06 16:49:43
INV001512,V0059,V0059-61513,2024-05-25,2024-05-29,2024-07-24,6003,CC201,USD,21528.25,21522.72,0.999743,0.00,215.28,1_10_NET60,OPEN,Consulting fees - May project,PO31682,b.patel@company.com,2024-06-04,2024-05-29 18:13:32,2024-06-04 08:14:02
INV001513,V0188,V0188-41018,2025-02-21,2025-02-21,2025-03-23,5003,CC800,EUR,3353.19,3703.81,1.104564,0.00,0.00,EOM,PAID,Temporary staffing services,PO64023,e.garcia@company.com,2025-02-28,2025-02-21 12:10:12,2025-02-28 08:52:36
INV001514,V0184,V0184-78344,2022-03-15,2022-03-19,2022-04-14,5003,CC210,GBP,31243.40,39190.56,1.254363,0.00,0.00,NET30_EOM,PAID,Hardware equipment purchase,PO29871,d.johnson@company.com,2022-03-26,2022-03-19 13:56:55,2022-03-26 17:25:31
INV001515,V0096,V0096-94260,2022-05-22,2022-05-25,2022-06-21,5000,CC210,USD,145160.76,146268.48,1.007631,0.00,1451.61,1_10_NET30,OVERDUE,Janitorial and facilities services,,h.davis@company.com,2022-05-28,2022-05-25 07:20:52,2022-05-28 07:07:15
INV001516,V0052,V0052-4004,2023-05-25,2023-05-27,2023-07-24,7003,CC300,USD,35202.74,35332.88,1.003697,0.00,0.00,NET60,PAID,Office supplies and materials,,h.davis@company.com,2023-06-03,2023-05-27 13:22:03,2023-06-03 18:31:29
INV001517,V0051,V0051-47937,2024-07-29,2024-07-30,2024-09-27,5006,CC500,USD,1935.80,1955.61,1.010236,0.00,0.00,NET60,OVERDUE,Equipment lease payment,,b.patel@company.com,2024-07-31,2024-07-30 17:54:42,2024-07-31 18:49:03
INV001518,V0141,V0141-5060,2023-01-20,2023-01-24,2023-02-19,6011,CC210,USD,31903.28,31342.32,0.982417,0.00,638.07,2_10_NET30,PARTIAL,Legal services - January retainer,PO46822,g.brown@company.com,2023-01-29,2023-01-24 13:25:43,2023-01-29 16:15:55
INV001519,V0082,V0082-29599,2024-08-02,2024-08-02,2024-10-01,2002,CC112,USD,2846.67,2874.25,1.009688,0.00,0.00,NET60,PAID,Temporary staffing services,PO18611,e.garcia@company.com,2024-08-08,2024-08-02 07:35:26,2024-08-08 10:15:11
INV001520,V0071,V0071-5013,2024-04-11,2024-04-13,2024-05-11,6024,CC700,CHF,2691.33,2989.35,1.110733,0.00,0.00,NET30,PAID,Software development services,,c.smith@company.com,2024-04-15,2024-04-13 14:21:38,2024-04-15 18:00:53
INV001521,V0061,V0061-19630,2024-12-10,2024-12-12,2024-12-25,6024,CC200,USD,50043.66,50415.78,1.007436,0.00,0.00,NET15,PAID,Legal services - December retainer,PO24754,d.johnson@company.com,2024-12-17,2024-12-12 08:57:36,2024-12-17 13:50:01
INV001522,V0080,V0080-69076,2022-12-05,2022-12-06,2023-01-04,6003,CC900,USD,14526.31,14561.64,1.002432,0.00,0.00,EOM,PARTIAL,Shipping and logistics,,d.johnson@company.com,2022-12-08,2022-12-06 10:34:01,2022-12-08 07:16:44
INV001523,V0084,V0084-58537,2024-01-16,2024-01-20,2024-03-16,5009,CC501,KRW,2456.79,1.87,0.000762,175.75,0.00,NET60,PAID,Office supplies and materials,PO40262,h.davis@company.com,2024-01-27,2024-01-20 08:08:02,2024-01-27 13:14:06
INV001524,V0113,V0113-23106,2025-03-23,2025-03-26,2025-04-22,6006,CC110,MXN,266.31,15.47,0.058108,0.00,0.00,NET30,OPEN,Hardware equipment purchase,,e.garcia@company.com,2025-03-29,2025-03-26 08:23:28,2025-03-29 09:34:07
INV001525,V0069,V0069-93149,2024-02-16,2024-02-16,2024-03-17,5000,CC900,CHF,102.44,114.19,1.114678,0.00,0.00,NET30,PAID,Marketing services - February campaign,,b.patel@company.com,2024-02-17,2024-02-16 15:38:10,2024-02-17 13:47:47
INV001526,V0108,V0108-45786,2023-11-27,2023-12-02,2024-01-11,6012,CC500,NZD,15232.82,9544.81,0.626595,895.27,0.00,NET45,PAID,Janitorial and facilities services,,g.brown@company.com,2023-12-07,2023-12-02 11:59:54,2023-12-07 10:31:28
INV001527,V0087,V0087-4578,2023-02-11,2023-02-13,2023-04-12,6023,CC300,MXN,2815.17,166.97,0.059311,0.00,0.00,NET60,OVERDUE,Training and development services,,a.chen@company.com,2023-02-14,2023-02-13 10:00:54,2023-02-14 08:05:38
INV001528,V0165,V0165-19044,2022-11-08,2022-11-11,2022-12-23,6018,CC211,USD,3392.58,3456.18,1.018747,0.00,0.00,NET45,PAID,Consulting fees - November project,PO95410,h.davis@company.com,2022-11-17,2022-11-11 10:24:51,2022-11-17 15:14:34
INV001529,V0019,V0019-77143,2023-10-28,2023-11-02,2023-12-12,6012,CC100,USD,55117.16,56175.08,1.019194,0.00,0.00,NET45,VOID,Training and development services,PO57279,a.chen@company.com,2023-11-07,2023-11-02 08:04:12,2023-11-07 13:51:44
INV001530,V0007,V0007-32529,2023-07-18,2023-07-22,2023-08-17,6012,CC900,USD,2590.15,2566.53,0.990880,253.99,0.00,NET30,PAID,Professional services - Q3 engagement,PO65046,c.smith@company.com,2023-07-29,2023-07-22 14:59:36,2023-07-29 12:45:42
INV001531,V0042,V0042-40961,2023-01-07,2023-01-11,2023-02-06,7003,CC300,USD,723.57,717.35,0.991403,0.00,0.00,NET30,PARTIAL,Telecommunications services,PO21081,h.davis@company.com,2023-01-18,2023-01-11 18:44:22,2023-01-18 13:08:30
INV001532,V0157,V0157-2016,2022-01-25,2022-01-25,2022-03-11,6003,CC111,USD,4126.54,4151.03,1.005934,262.22,0.00,NET45,PARTIAL,Temporary staffing services,PO47298,f.williams@company.com,2022-01-30,2022-01-25 09:14:20,2022-01-30 17:07:52
INV001533,V0069,V0069-73194,2023-04-12,2023-04-13,2023-05-12,6003,CC800,CHF,667.85,751.16,1.124751,0.00,0.00,NET30,PAID,Professional services - Q2 engagement,PO11672,h.davis@company.com,2023-04-18,2023-04-13 08:08:43,2023-04-18 18:39:18
INV001534,V0110,V0110-59782,2024-04-09,2024-04-09,2024-06-08,6016,CC211,INR,2432.51,28.65,0.011780,0.00,0.00,NET60,VOID,Security services - April,PO47803,c.smith@company.com,2024-04-15,2024-04-09 18:57:40,2024-04-15 10:20:45
INV001535,V0050,V0050-72017,2023-02-18,2023-02-23,2023-03-20,5005,CC201,DKK,10661.60,1562.09,0.146516,913.14,0.00,NET30,PAID,Equipment lease payment,PO82718,b.patel@company.com,2023-03-01,2023-02-23 10:03:58,2023-03-01 09:26:56
INV001536,V0089,V0089-84520,2024-07-23,2024-07-28,2024-08-07,6005,CC111,USD,51442.98,51117.14,0.993666,0.00,0.00,NET15,PAID,Janitorial and facilities services,,h.davis@company.com,2024-07-29,2024-07-28 17:56:33,2024-07-29 16:17:04
INV001537,V0001,V0001-64916,2025-03-27,2025-03-27,2025-04-26,5001,CC501,USD,22445.48,22103.64,0.984770,0.00,448.91,2_10_NET30,PAID,Shipping and logistics,,b.patel@company.com,2025-03-28,2025-03-27 16:54:32,2025-03-28 10:03:48
INV001538,V0118,V0118-40771,2022-12-20,2022-12-25,2023-01-19,6017,CC700,JPY,82288.03,544.99,0.006623,0.00,0.00,IMMEDIATE,PAID,Maintenance and support contract,PO97700,h.davis@company.com,2022-12-28,2022-12-25 15:43:53,2022-12-28 18:31:29
INV001539,V0149,V0149-74441,2025-02-21,2025-02-21,2025-04-07,6012,CC401,BRL,25525.31,5128.21,0.200907,0.00,0.00,NET45,OVERDUE,Security services - February,,c.smith@company.com,2025-02-28,2025-02-21 09:25:30,2025-02-28 16:37:03
INV001540,V0130,V0130-54993,2022-02-09,2022-02-10,2022-03-11,6008,CC402,USD,116007.31,117912.50,1.016423,0.00,0.00,EOM,PAID,Temporary staffing services,PO57317,h.davis@company.com,2022-02-11,2022-02-10 13:19:25,2022-02-11 17:33:08
INV001541,V0197,V0197-95015,2022-01-03,2022-01-03,2022-02-02,5004,CC700,USD,739.69,725.18,0.980385,0.00,0.00,NET30,OVERDUE,Subscription renewal - annual,PO42239,h.davis@company.com,2022-01-08,2022-01-03 07:33:40,2022-01-08 15:48:46
INV001542,V0140,V0140-99495,2025-04-02,2025-04-03,2025-05-17,5003,CC700,USD,821.32,831.19,1.012022,0.00,0.00,NET45,PAID,Office supplies and materials,PO87839,c.smith@company.com,2025-04-09,2025-04-03 18:44:27,2025-04-09 14:46:19
INV001543,V0131,V0131-90668,2022-12-27,2022-12-31,2023-01-26,6003,CC110,USD,2032.08,2060.73,1.014097,0.00,0.00,NET30,OVERDUE,Utilities - December,PO67886,c.smith@company.com,2023-01-04,2022-12-31 14:25:23,2023-01-04 17:17:05
INV001544,V0161,V0161-21992,2024-10-25,2024-10-25,2024-11-24,6004,CC910,USD,89314.43,88497.92,0.990858,0.00,0.00,NET30,PAID,Marketing services - October campaign,PO27350,c.smith@company.com,2024-10-26,2024-10-25 09:27:11,2024-10-26 13:39:14
INV001545,V0043,V0043-98411,2024-03-07,2024-03-12,2024-06-05,7003,CC300,USD,191164.39,189981.66,0.993813,13106.39,0.00,NET90,PARTIAL,Staffing services - contract labor,PO90188,a.chen@company.com,2024-03-16,2024-03-12 11:49:48,2024-03-16 07:46:24
INV001546,V0029,V0029-57712,2024-11-20,2024-11-22,2025-02-18,5003,CC200,USD,31983.86,31691.88,0.990871,0.00,0.00,NET90,PAID,Consulting fees - November project,PO83135,d.johnson@company.com,2024-11-26,2024-11-22 17:36:37,2024-11-26 07:03:46
INV001547,V0068,V0068-53355,2024-04-15,2024-04-19,2024-05-30,6025,CC210,GBP,35710.86,44692.46,1.251509,0.00,0.00,NET45,PAID,Consulting fees - April project,PO56524,g.brown@company.com,2024-04-21,2024-04-19 15:14:29,2024-04-21 09:57:50
INV001548,V0073,V0073-66181,2022-12-28,2022-12-29,2023-01-27,6000,CC910,CAD,2348.15,1717.33,0.731354,212.50,23.48,1_10_NET30,VOID,Professional services - Q4 engagement,PO86554,e.garcia@company.com,2022-12-31,2022-12-29 17:13:16,2022-12-31 07:13:47
INV001549,V0087,V0087-26888,2023-01-27,2023-01-28,2023-03-28,6023,CC210,MXN,6627.25,393.86,0.059431,0.00,0.00,NET60,OVERDUE,Security services - January,PO62248,b.patel@company.com,2023-01-30,2023-01-28 12:41:31,2023-01-30 15:40:59
INV001550,V0147,V0147-29720,2024-06-19,2024-06-19,2024-07-19,6010,CC402,CAD,72684.59,54330.35,0.747481,4047.34,1453.69,2_10_NET30,PAID,Temporary staffing services,PO80825,a.chen@company.com,2024-06-25,2024-06-19 17:24:18,2024-06-25 12:54:45
INV001551,V0097,V0097-96408,2022-10-23,2022-10-23,2022-11-22,6001,CC900,USD,39010.33,39465.27,1.011662,3254.86,0.00,NET30_EOM,OPEN,Telecommunications services,PO37034,c.smith@company.com,2022-10-29,2022-10-23 14:12:41,2022-10-29 16:27:33
INV001552,V0196,V0196-27762,2023-06-23,2023-06-28,2023-07-23,7006,CC800,USD,347.02,353.85,1.019682,0.00,0.00,NET30,OPEN,Staffing services - contract labor,PO90426,h.davis@company.com,2023-07-04,2023-06-28 17:33:55,2023-07-04 10:43:13
INV001553,V0121,V0121-3995,2023-05-03,2023-05-04,2023-06-02,5000,CC800,USD,54543.64,54269.01,0.994965,0.00,0.00,NET30,PAID,Legal services - May retainer,,a.chen@company.com,2023-05-06,2023-05-04 12:00:25,2023-05-06 13:27:56
INV001554,V0167,V0167-69682,2024-04-09,2024-04-14,2024-05-09,6013,CC110,USD,38335.61,38187.29,0.996131,3815.29,0.00,NET30,PAID,Training and development services,PO49038,g.brown@company.com,2024-04-16,2024-04-14 09:35:37,2024-04-16 12:46:39
INV001555,V0001,V0001-31292,2024-12-16,2024-12-18,2025-01-15,5004,CC200,USD,30079.63,30508.60,1.014261,0.00,601.59,2_10_NET30,PAID,Legal services - December retainer,PO62486,d.johnson@company.com,2024-12-24,2024-12-18 14:18:13,2024-12-24 16:43:26
INV001556,V0193,V0193-34707,2025-06-13,2025-06-15,2025-06-28,6025,CC400,USD,50872.03,49869.29,0.980289,0.00,0.00,NET15,OPEN,Training and development services,PO96838,f.williams@company.com,2025-06-17,2025-06-15 08:30:03,2025-06-17 15:31:13
INV001557,V0050,V0050-97774,2022-07-06,2022-07-06,2022-08-05,6013,CC600,DKK,3429.64,507.80,0.148061,0.00,0.00,NET30,PAID,Legal services - July retainer,,h.davis@company.com,2022-07-08,2022-07-06 18:45:52,2022-07-08 09:10:46
INV001558,V0158,V0158-60246,2023-07-03,2023-07-07,2023-08-17,5005,CC111,EUR,3542.01,3831.72,1.081792,0.00,0.00,NET45,OPEN,Professional services - Q3 engagement,PO49631,g.brown@company.com,2023-07-11,2023-07-07 18:46:01,2023-07-11 18:28:13
INV001559,V0191,V0191-21218,2024-04-26,2024-04-28,2024-05-26,5009,CC600,USD,1059.29,1070.88,1.010942,0.00,0.00,NET30,OPEN,Equipment lease payment,PO90483,f.williams@company.com,2024-05-04,2024-04-28 11:05:30,2024-05-04 13:50:03
INV001560,V0196,V0196-88935,2022-02-17,2022-02-21,2022-03-19,5005,CC112,USD,478.43,486.44,1.016738,0.00,0.00,NET30,PAID,Security services - February,PO47429,f.williams@company.com,2022-02-28,2022-02-21 14:52:15,2022-02-28 18:17:26
INV001561,V0184,V0184-40340,2023-06-07,2023-06-10,2023-07-07,6018,CC211,GBP,91407.67,116271.47,1.272010,0.00,0.00,NET30_EOM,OPEN,Consulting fees - June project,PO85051,a.chen@company.com,2023-06-16,2023-06-10 12:24:27,2023-06-16 12:58:05
INV001562,V0142,V0142-72083,2023-09-13,2023-09-18,2023-10-13,6004,CC111,ILS,3212.69,883.57,0.275024,0.00,0.00,NET30,OVERDUE,Subscription renewal - annual,PO44606,f.williams@company.com,2023-09-19,2023-09-18 16:52:25,2023-09-19 15:20:39
INV001563,V0014,V0014-52782,2022-11-20,2022-11-25,2023-01-04,5010,CC200,SEK,44858.59,4261.61,0.095001,3522.85,0.00,NET45,PAID,Office supplies and materials,PO89725,c.smith@company.com,2022-11-28,2022-11-25 10:19:49,2022-11-28 10:22:16
INV001564,V0189,V0189-44250,2022-12-29,2022-12-29,2023-01-28,5004,CC112,USD,30866.14,31095.81,1.007441,2812.75,617.32,2_10_NET30,PAID,Cloud infrastructure services,PO81552,a.chen@company.com,2022-12-31,2022-12-29 12:55:19,2022-12-31 13:39:18
INV001565,V0001,V0001-40276,2025-04-18,2025-04-18,2025-05-18,5005,CC500,USD,20294.83,20099.63,0.990382,0.00,405.90,2_10_NET30,VOID,Cloud infrastructure services,PO34413,c.smith@company.com,2025-04-19,2025-04-18 12:02:48,2025-04-19 10:46:36
INV001566,V0130,V0130-92586,2023-10-04,2023-10-06,2023-11-03,6008,CC501,USD,77642.72,78295.38,1.008406,0.00,0.00,EOM,PAID,Professional services - Q4 engagement,,e.garcia@company.com,2023-10-07,2023-10-06 12:33:38,2023-10-07 10:13:13
INV001567,V0173,V0173-55523,2024-04-01,2024-04-01,2024-04-16,5001,CC211,USD,23796.19,23811.06,1.000625,0.00,0.00,NET15,VOID,Maintenance and support contract,PO73166,d.johnson@company.com,2024-04-08,2024-04-01 15:00:06,2024-04-08 07:04:11
INV001568,V0116,V0116-62039,2022-07-13,2022-07-17,2022-07-23,5000,CC402,USD,30447.49,30519.25,1.002357,0.00,0.00,NET10,PAID,Software development services,PO84475,b.patel@company.com,2022-07-19,2022-07-17 13:40:50,2022-07-19 18:23:02
INV001569,V0110,V0110-16835,2025-03-24,2025-03-24,2025-05-23,6013,CC910,INR,16675.43,197.89,0.011867,1177.11,0.00,NET60,OPEN,Cloud infrastructure services,PO96542,h.davis@company.com,2025-03-25,2025-03-24 14:00:34,2025-03-25 07:41:19
INV001570,V0049,V0049-79308,2023-02-22,2023-02-27,2023-04-08,5003,CC900,USD,1553.42,1578.72,1.016287,0.00,0.00,NET45,OPEN,Monthly software license fee,PO23292,g.brown@company.com,2023-02-28,2023-02-27 09:37:14,2023-02-28 10:52:08
INV001571,V0063,V0063-37627,2025-03-26,2025-03-28,2025-05-10,5003,CC200,USD,128304.17,125954.15,0.981684,0.00,0.00,NET45,PAID,Professional services - Q1 engagement,PO37944,h.davis@company.com,2025-04-04,2025-03-28 17:04:59,2025-04-04 14:31:23
INV001572,V0114,V0114-51509,2022-11-13,2022-11-18,2022-12-13,6004,CC900,USD,72459.11,71029.93,0.980276,0.00,0.00,NET30,VOID,Training and development services,,c.smith@company.com,2022-11-24,2022-11-18 07:41:14,2022-11-24 07:24:37
INV001573,V0095,V0095-10624,2024-05-29,2024-05-31,2024-06-28,6006,CC111,USD,1268.24,1251.40,0.986721,0.00,0.00,NET30,OVERDUE,Security services - May,PO25917,c.smith@company.com,2024-06-07,2024-05-31 17:45:41,2024-06-07 10:55:43
INV001574,V0194,V0194-30052,2023-02-05,2023-02-05,2023-03-22,5004,CC402,USD,717.20,719.60,1.003349,0.00,0.00,NET45,PAID,Professional services - Q1 engagement,PO29745,d.johnson@company.com,2023-02-06,2023-02-05 11:52:42,2023-02-06 12:38:27
INV001575,V0158,V0158-92896,2025-05-24,2025-05-24,2025-07-08,6022,CC910,EUR,6644.10,7267.64,1.093849,521.80,0.00,NET45,OVERDUE,Security services - May,PO47775,f.williams@company.com,2025-05-25,2025-05-24 12:10:05,2025-05-25 08:09:48
INV001576,V0071,V0071-56337,2022-01-13,2022-01-17,2022-02-12,5002,CC300,CHF,3561.34,4032.73,1.132364,0.00,0.00,NET30,PAID,Office supplies and materials,PO63355,a.chen@company.com,2022-01-22,2022-01-17 18:04:44,2022-01-22 16:31:58
